"pos";"variable";"label";"value_labels"
"43";"mi09";"ZUZUG VON: ARBEITN. ANDERER EU-STAATEN";"[1] UNEINGESCHRAENKT"
"43";"mi09";"ZUZUG VON: ARBEITN. ANDERER EU-STAATEN";"[2] ZUZUG BEGRENZEN"
"43";"mi09";"ZUZUG VON: ARBEITN. ANDERER EU-STAATEN";"[3] GANZ UNTERBINDEN"
"44";"mi10";"ZUZUG VON: NICHT-EU-ARBEITSKRAEFTEN";"[-42] DATENFEHLER: MFN"
"44";"mi10";"ZUZUG VON: NICHT-EU-ARBEITSKRAEFTEN";"[-33] NICHT BESTIMMBAR"
"44";"mi10";"ZUZUG VON: NICHT-EU-ARBEITSKRAEFTEN";"[-9] KEINE ANGABE"
"44";"mi10";"ZUZUG VON: NICHT-EU-ARBEITSKRAEFTEN";"[-8] SPLIT B: WEISS NICHT"
"44";"mi10";"ZUZUG VON: NICHT-EU-ARBEITSKRAEFTEN";"[1] UNEINGESCHRAENKT"
"44";"mi10";"ZUZUG VON: NICHT-EU-ARBEITSKRAEFTEN";"[2] ZUZUG BEGRENZEN"
"44";"mi10";"ZUZUG VON: NICHT-EU-ARBEITSKRAEFTEN";"[3] GANZ UNTERBINDEN"
"45";"mi11";"ZUZUG VON: EHEPARTNER,KINDER V.MIGRANTEN";"[-42] DATENFEHLER: MFN"
"45";"mi11";"ZUZUG VON: EHEPARTNER,KINDER V.MIGRANTEN";"[-33] NICHT BESTIMMBAR"
"45";"mi11";"ZUZUG VON: EHEPARTNER,KINDER V.MIGRANTEN";"[-9] KEINE ANGABE"
"45";"mi11";"ZUZUG VON: EHEPARTNER,KINDER V.MIGRANTEN";"[-8] SPLIT B: WEISS NICHT"
"45";"mi11";"ZUZUG VON: EHEPARTNER,KINDER V.MIGRANTEN";"[1] UNEINGESCHRAENKT"
"45";"mi11";"ZUZUG VON: EHEPARTNER,KINDER V.MIGRANTEN";"[2] ZUZUG BEGRENZEN"
"45";"mi11";"ZUZUG VON: EHEPARTNER,KINDER V.MIGRANTEN";"[3] GANZ UNTERBINDEN"
"46";"sex";"GESCHLECHT, BEFRAGTE(R)";"[-9] KEINE ANGABE"
"46";"sex";"GESCHLECHT, BEFRAGTE(R)";"[1] MANN"
"46";"sex";"GESCHLECHT, BEFRAGTE(R)";"[2] FRAU"
"46";"sex";"GESCHLECHT, BEFRAGTE(R)";"[3] DIVERS"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[-41] DATENFEHLER"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[-9] KEINE ANGABE"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[1] JANUAR"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[2] FEBRUAR"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[3] MAERZ"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[4] APRIL"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[5] MAI"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[6] JUNI"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[7] JULI"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[8] AUGUST"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[9] SEPTEMBER"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[10] OKTOBER"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[11] NOVEMBER"
"47";"mborn";"GEBURTSMONAT: BEFRAGTE(R)";"[12] DEZEMBER"
"48";"yborn";"GEBURTSJAHR: BEFRAGTE(R)";"[-9] KEINE ANGABE"
"49";"age";"ALTER: BEFRAGTE(R)";"[-32] NICHT GENERIERBAR"
"50";"agec";"ALTER: BEFRAGTE(R), KATEGORISIERT";"[-32] NICHT GENERIERBAR"
"50";"agec";"ALTER: BEFRAGTE(R), KATEGORISIERT";"[1] 18-29 JAHRE"
"50";"agec";"ALTER: BEFRAGTE(R), KATEGORISIERT";"[2] 30-44 JAHRE"
"50";"agec";"ALTER: BEFRAGTE(R), KATEGORISIERT";"[3] 45-59 JAHRE"
"50";"agec";"ALTER: BEFRAGTE(R), KATEGORISIERT";"[4] 60-74 JAHRE"
"50";"agec";"ALTER: BEFRAGTE(R), KATEGORISIERT";"[5] 75-89 JAHRE"
"50";"agec";"ALTER: BEFRAGTE(R), KATEGORISIERT";"[6] UEBER 89 JAHRE"
"51";"dn07";"GEBURT IM HEUTIGEN DEUTSCHLAND?";"[-9] KEINE ANGABE"
"51";"dn07";"GEBURT IM HEUTIGEN DEUTSCHLAND?";"[1] JA"
"51";"dn07";"GEBURT IM HEUTIGEN DEUTSCHLAND?";"[2] NEIN"
"52";"dm02";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,JAHR";"[-41] DATENFEHLER"
"52";"dm02";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,JAHR";"[-10] TNZ: FILTER"
"52";"dm02";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,JAHR";"[-8] SPLIT B: WEISS NICHT"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[-41] DATENFEHLER"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[-10] TNZ: FILTER"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[-8] SPLIT B: WEISS NICHT"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[1] VOR 1933"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[2] SEIT 1933-1945"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[3] SEIT 1946-1954"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[4] SEIT 1955-1973"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[5] SEIT 1974-1988"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[6] SEIT 1989-2001"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[7] SEIT 2002-2010"
"53";"dm02c";"IMMIGRANT: SEIT WANN IN DEUTSCHLAND,KAT.";"[8] NACH 2011"
"54";"dm03";"IMMIGRANT: WIEVIEL JAHRE IN DEUTSCHLAND?";"[-32] NICHT GENERIERBAR"
"54";"dm03";"IMMIGRANT: WIEVIEL JAHRE IN DEUTSCHLAND?";"[-10] TNZ: FILTER"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[-42] DATENFEHLER: MFN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[-9] KEINE ANGABE"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[1] BADEN-WUERTTEMBERG"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[2] BAYERN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[3] EHEM. BERLIN-WEST"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[4] BREMEN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[5] HAMBURG"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[6] HESSEN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[7] NIEDERSACHSEN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[8] NORDRHEIN-WESTFALEN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[9] RHEINLAND-PFALZ"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[10] SAARLAND"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[11] SCHLESWIG-HOLSTEIN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[12] EHEM. BERLIN-OST"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[13] BRANDENBURG"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[14] MECKLENB.-VORPOMMERN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[15] SACHSEN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[16] SACHSEN-ANHALT"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[17] THUERINGEN"
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[18] FRUEHERE DT.OSTGEB."
"55";"dg10";"BUNDESLAND, WO BEFRAGTER IN JUGEND LEBTE";"[95] SONSTIGES LAND"
"56";"dg03";"JUGEND IN OST-WEST,INTERVIEW IN OST-WEST";"[-32] NICHT GENERIERBAR"
"56";"dg03";"JUGEND IN OST-WEST,INTERVIEW IN OST-WEST";"[1] O.JUGEND-O.INT."
"56";"dg03";"JUGEND IN OST-WEST,INTERVIEW IN OST-WEST";"[2] O.JUGEND-W.INT."
"56";"dg03";"JUGEND IN OST-WEST,INTERVIEW IN OST-WEST";"[3] W.JUGEND-O.INT."
"56";"dg03";"JUGEND IN OST-WEST,INTERVIEW IN OST-WEST";"[4] W.JUGEND-W.INT."
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[-33] NICHT BESTIMMBAR"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[-10] TNZ: FILTER"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[-9] KEINE ANGABE"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[100] EUROPAEISCHER STAAT"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[121] ALBANIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[125] BULGARIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[129] FRANKREICH"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[130] KROATIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[134] GRIECHENLAND"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[137] ITALIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[144] NORDMAZEDONIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[148] NIEDERLANDE"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[151] OESTERREICH"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[152] POLEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[153] PORTUGAL"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[154] RUMAENIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[155] SLOWAKEI"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[161] SPANIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[162] TSCHECHOSLOWAKEI"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[163] TUERKEI"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[165] UNGARN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[168] VEREINIGTES KOENIGR."
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[200] AFRIKANISCHER STAAT"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[232] NIGERIA"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[252] MAROKKO"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[300] AMERIK. STAAT"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[327] BRASILIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[368] USA"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[400] ASIATISCHER STAAT"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[423] AFGHANISTAN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[432] VIETNAM"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[436] INDIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[438] IRAK"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[439] IRAN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[461] PAKISTAN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[475] SYRIEN"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[476] THAILAND"
"57";"dm06";"LAND, WO BEFRAGTER IN DER JUGEND LEBTE";"[479] CHINA"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[-50] STAATENLOS"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[-9] KEINE ANGABE"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[0] DEUTSCHLAND"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[100] EUROPAEISCHER STAAT"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[121] ALBANIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[122] BOSNIEN+HERZEGOWINA"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[125] BULGARIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[129] FRANKREICH"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[130] KROATIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[134] GRIECHENLAND"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[137] ITALIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[144] NORDMAZEDONIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[148] NIEDERLANDE"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[151] OESTERREICH"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[152] POLEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[153] PORTUGAL"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[154] RUMAENIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[155] SLOWAKEI"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[160] RUSSISCHE FOEDERAT."
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[161] SPANIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[163] TUERKEI"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[165] UNGARN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[166] UKRAINE"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[168] VEREINIGTES KOENIGR."
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[170] SERBIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[200] AFRIKANISCHER STAAT"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[232] NIGERIA"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[252] MAROKKO"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[273] SOMALIA"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[300] AMERIK. STAAT"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[327] BRASILIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[368] USA"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[400] ASIATISCHER STAAT"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[423] AFGHANISTAN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[432] VIETNAM"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[436] INDIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[438] IRAK"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[439] IRAN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[461] PAKISTAN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[475] SYRIEN"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[476] THAILAND"
"58";"dn01";"BEFR.: STAATSBUERGERSCHAFT 1";"[479] CHINA"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[-10] TNZ: FILTER"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[-9] KEINE ANGABE"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[125] BULGARIEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[129] FRANKREICH"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[134] GRIECHENLAND"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[135] IRLAND"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[137] ITALIEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[148] NIEDERLANDE"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[151] OESTERREICH"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[152] POLEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[153] PORTUGAL"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[154] RUMAENIEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[155] SLOWAKEI"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[157] SCHWEDEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[158] SCHWEIZ"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[160] RUSSISCHE FOEDERAT."
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[161] SPANIEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[162] TSCHECHOSLOWAKEI"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[163] TUERKEI"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[165] UNGARN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[166] UKRAINE"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[168] VEREINIGTES KOENIGR."
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[170] SERBIEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[237] GAMBIA"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[243] KENIA"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[252] MAROKKO"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[323] ARGENTINIEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[327] BRASILIEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[334] COSTA RICA"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[336] ECUADOR"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[348] KANADA"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[361] PERU"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[365] URUGUAY"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[368] USA"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[423] AFGHANISTAN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[432] VIETNAM"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[438] IRAK"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[439] IRAN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[442] JAPAN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[444] KASACHSTAN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[450] KIRGISISTAN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[451] LIBANON"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[475] SYRIEN"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[476] THAILAND"
"59";"dn02";"BEFR.: STAATSBUERGERSCHAFT 2";"[477] USBEKISTAN"
"60";"dn04";"BEFR.: ZAHL DER STAATSBUERGERSCHAFTEN";"[-32] NICHT GENERIERBAR"
"60";"dn04";"BEFR.: ZAHL DER STAATSBUERGERSCHAFTEN";"[0] STAATENLOS"
"60";"dn04";"BEFR.: ZAHL DER STAATSBUERGERSCHAFTEN";"[1] 1 STAATSBUERGERSCH."
"60";"dn04";"BEFR.: ZAHL DER STAATSBUERGERSCHAFTEN";"[2] 2 STAATSBUERGERSCH."
"61";"dn05";"BEFR.: VON GEBURT AN DEUTSCH?";"[-10] TNZ: FILTER"
"61";"dn05";"BEFR.: VON GEBURT AN DEUTSCH?";"[-9] KEINE ANGABE"
"61";"dn05";"BEFR.: VON GEBURT AN DEUTSCH?";"[1] JA"
"61";"dn05";"BEFR.: VON GEBURT AN DEUTSCH?";"[2] NEIN"
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[-42] DATENFEHLER: MFN"
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[-11] TNZ: SPLIT"
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[-10] TNZ: FILTER"
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[-9] KEINE ANGABE"
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[1] STIMME GAR NICHT ZU"
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[2] .."
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[3] .."
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[4] .."
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[5] .."
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[6] .."
"62";"ma01b";"AUSLAENDER: LEBENSSTILANPASSUNG";"[7] STIMME VOLL ZU"
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[-11] TNZ: SPLIT"
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[-10] TNZ: FILTER"
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[-9] KEINE ANGABE"
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[1] STIMME GAR NICHT ZU"
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[2] .."
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[3] .."
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[4] .."
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[5] .."
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[6] .."
"63";"ma02";"AUSLAEND.:WIEDER HEIM BEI KNAPPER ARBEIT";"[7] STIMME VOLL ZU"
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[-11] TNZ: SPLIT"
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[-10] TNZ: FILTER"
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[-9] KEINE ANGABE"
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[1] STIMME GAR NICHT ZU"
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[2] .."
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[3] .."
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[4] .."
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[5] .."
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[6] .."
"64";"ma03";"AUSLAENDER: POLIT.BETAETIGUNG UNTERSAGEN";"[7] STIMME VOLL ZU"
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[-11] TNZ: SPLIT"
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[-10] TNZ: FILTER"
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[-9] KEINE ANGABE"
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[1] STIMME GAR NICHT ZU"
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[2] .."
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[3] .."
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[4] .."
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[5] .."
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[6] .."
"65";"ma04";"AUSLAENDER: SOLLTEN UNTER SICH HEIRATEN";"[7] STIMME VOLL ZU"
"66";"mc01";"AUSLAENDER: KONTAKT I.D.EIGENEN FAMILIE?";"[-11] TNZ: SPLIT"
"66";"mc01";"AUSLAENDER: KONTAKT I.D.EIGENEN FAMILIE?";"[-10] TNZ: FILTER"
"66";"mc01";"AUSLAENDER: KONTAKT I.D.EIGENEN FAMILIE?";"[-9] KEINE ANGABE"
"66";"mc01";"AUSLAENDER: KONTAKT I.D.EIGENEN FAMILIE?";"[1] JA"
"66";"mc01";"AUSLAENDER: KONTAKT I.D.EIGENEN FAMILIE?";"[2] NEIN"
"67";"mc02";"AUSLAENDER: KONTAKT BEI DER ARBEIT?";"[-42] DATENFEHLER: MFN"
"67";"mc02";"AUSLAENDER: KONTAKT BEI DER ARBEIT?";"[-11] TNZ: SPLIT"
"67";"mc02";"AUSLAENDER: KONTAKT BEI DER ARBEIT?";"[-10] TNZ: FILTER"
"67";"mc02";"AUSLAENDER: KONTAKT BEI DER ARBEIT?";"[-9] KEINE ANGABE"
"67";"mc02";"AUSLAENDER: KONTAKT BEI DER ARBEIT?";"[1] JA"
